,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
15,16,Ryan Arcidiacono,26,44,0.0,10.2,1.1,2.7,0.419,0.6,1.5,0.373,0.5,1.1,0.48,0.526,0.3,0.5,0.65,0.1,1.4,1.5,1.3,0.2,0.0,0.2,1.1,3.1,2021
16,17,Chandler Hutchison,24,7,0.0,9.1,0.7,2.6,0.278,0.1,0.4,0.333,0.6,2.1,0.267,0.306,0.3,0.3,1.0,0.1,2.7,2.9,0.6,0.1,0.0,0.7,1.3,1.9,2021
17,18,Javonte Green,27,16,0.0,8.0,0.9,1.9,0.452,0.2,0.5,0.375,0.7,1.4,0.478,0.5,0.6,0.6,1.0,0.4,0.8,1.2,0.4,0.6,0.3,0.4,0.8,2.6,2021
18,19,Luke Kornet,25,13,0.0,7.2,0.7,2.1,0.333,0.5,1.8,0.261,0.2,0.3,0.75,0.444,0.2,0.3,0.5,0.1,1.1,1.2,0.3,0.2,0.5,0.1,0.1,2.0,2021
19,20,Cristiano Felício,28,18,0.0,4.7,0.4,0.7,0.538,0.0,0.1,0.0,0.4,0.6,0.636,0.538,0.5,0.9,0.563,0.6,0.9,1.4,0.5,0.2,0.0,0.2,0.6,1.3,2021
20,21,Devon Dotson,21,11,0.0,4.5,1.0,1.9,0.524,0.1,0.6,0.143,0.9,1.3,0.714,0.548,0.0,0.0,,0.2,0.3,0.5,0.6,0.4,0.0,0.0,0.3,2.1,2021
21,22,Adam Mokoka,22,14,0.0,4.0,0.5,1.4,0.368,0.1,0.7,0.1,0.4,0.6,0.667,0.395,0.0,0.1,0.0,0.1,0.3,0.4,0.4,0.1,0.1,0.4,0.4,1.1,2021
0,1,DeMar DeRozan,32,76,76.0,36.1,10.2,20.2,0.504,0.7,1.9,0.352,9.5,18.3,0.52,0.521,6.8,7.8,0.877,0.7,4.4,5.2,4.9,0.9,0.3,2.4,2.3,27.9,2022
1,2,Zach LaVine,26,67,67.0,34.7,8.4,17.7,0.476,2.8,7.1,0.389,5.7,10.6,0.534,0.554,4.8,5.6,0.853,0.3,4.3,4.6,4.5,0.6,0.3,2.6,1.8,24.4,2022
2,3,Lonzo Ball,24,35,35.0,34.6,4.6,10.9,0.423,3.1,7.4,0.423,1.5,3.5,0.423,0.567,0.6,0.8,0.75,1.0,4.4,5.4,5.1,1.8,0.9,2.3,2.4,13.0,2022
3,4,Nikola Vučević,31,73,73.0,33.1,7.5,15.8,0.473,1.4,4.5,0.314,6.1,11.3,0.537,0.518,1.3,1.7,0.76,1.9,9.1,11.0,3.2,1.0,1.0,1.9,2.5,17.6,2022
4,5,Alex Caruso,27,41,18.0,28.0,2.5,6.2,0.398,1.0,3.1,0.333,1.5,3.2,0.462,0.48,1.4,1.8,0.795,0.8,2.8,3.6,4.0,1.7,0.4,1.4,2.6,7.4,2022
5,6,Coby White,21,61,17.0,27.5,4.6,10.6,0.433,2.2,5.8,0.385,2.3,4.8,0.491,0.539,1.3,1.5,0.857,0.3,2.7,3.0,2.9,0.5,0.2,1.1,2.2,12.7,2022
6,7,Ayo Dosunmu,22,77,40.0,27.4,3.6,6.9,0.52,0.9,2.4,0.376,2.7,4.5,0.596,0.585,0.7,1.0,0.679,0.4,2.4,2.8,3.3,0.8,0.4,1.4,2.4,8.8,2022
7,8,Patrick Williams,20,17,9.0,24.8,3.2,6.0,0.529,0.9,1.7,0.517,2.3,4.3,0.534,0.603,1.8,2.4,0.732,1.0,3.1,4.1,0.9,0.5,0.5,0.9,1.6,9.0,2022
8,9,Javonte Green,28,65,45.0,23.4,2.7,5.0,0.542,0.6,1.6,0.356,2.2,3.4,0.625,0.597,1.2,1.5,0.833,1.4,2.8,4.2,0.9,1.0,0.5,0.5,2.0,7.2,2022
9,10,Derrick Jones Jr.,24,51,8.0,17.6,2.1,3.8,0.538,0.4,1.2,0.328,1.7,2.6,0.634,0.59,1.1,1.4,0.8,1.2,2.1,3.3,0.6,0.5,0.6,0.6,2.1,5.6,2022
10,11,Tristan Thompson,30,23,3.0,16.3,2.3,4.0,0.565,0.0,0.1,0.0,2.3,3.9,0.578,0.565,1.1,2.1,0.542,1.8,3.0,4.7,0.6,0.5,0.3,0.5,1.7,5.7,2022
11,12,Troy Brown Jr.,22,66,7.0,16.0,1.6,3.9,0.419,0.7,2.0,0.353,0.9,1.9,0.488,0.51,0.3,0.4,0.769,0.6,2.5,3.1,1.0,0.5,0.1,0.4,0.9,4.3,2022
12,13,Alfonzo McKinnie,29,17,3.0,12.1,1.4,3.6,0.393,0.5,1.6,0.333,0.9,2.0,0.441,0.467,0.1,0.5,0.25,0.8,1.2,1.9,0.3,0.1,0.2,0.4,1.5,3.5,2022
13,14,Matt Thomas,27,40,0.0,11.5,1.4,3.4,0.41,0.9,2.3,0.385,0.5,1.1,0.465,0.541,0.4,0.5,0.8,0.1,1.2,1.3,0.5,0.2,0.1,0.2,0.5,4.0,2022
14,15,Malcolm Hill,26,16,0.0,10.4,1.2,2.8,0.432,0.6,1.9,0.323,0.6,0.8,0.692,0.545,0.4,0.6,0.7,0.6,1.3,1.8,0.4,0.2,0.1,0.2,1.1,3.4,2022
15,16,Tyler Cook,24,20,2.0,10.0,1.2,1.9,0.605,0.0,0.0,,1.2,1.9,0.605,0.605,1.1,1.6,0.656,0.8,1.9,2.7,0.2,0.2,0.2,0.4,1.4,3.4,2022
16,17,Tony Bradley,24,55,7.0,10.0,1.3,2.2,0.585,0.0,0.0,,1.3,2.2,0.585,0.585,0.3,0.5,0.655,1.2,2.2,3.4,0.5,0.2,0.6,0.6,1.1,3.0,2022
17,18,Devon Dotson,22,11,0.0,7.7,1.0,2.1,0.478,0.2,0.8,0.222,0.8,1.3,0.643,0.522,0.5,0.8,0.556,0.1,0.7,0.8,1.4,0.1,0.0,0.5,1.0,2.6,2022
18,19,Alize Johnson,25,16,0.0,7.6,0.8,1.4,0.522,0.0,0.1,0.0,0.8,1.3,0.571,0.522,0.3,0.4,0.571,1.0,1.3,2.3,0.5,0.2,0.0,0.5,0.9,1.8,2022
19,20,Marko Simonovic,22,9,0.0,3.9,0.4,1.7,0.267,0.1,0.6,0.2,0.3,1.1,0.3,0.3,0.9,1.2,0.727,0.6,0.6,1.1,0.0,0.1,0.1,0.2,0.7,1.9,2022
20,21,Mac McClung,23,1,0.0,3.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2022
21,22,Jordan Bell,27,1,0.0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2022
0,1,DeMar DeRozan,33,74,74.0,36.2,8.9,17.6,0.504,0.6,1.9,0.324,8.3,15.7,0.526,0.522,6.2,7.1,0.872,0.5,4.2,4.6,5.1,1.1,0.5,2.1,2.5,24.5,2023
1,2,Zach LaVine,27,77,77.0,35.9,8.7,18.0,0.485,2.6,7.1,0.375,6.1,11.0,0.556,0.558,4.7,5.6,0.848,0.5,3.9,4.5,4.2,0.9,0.2,2.5,2.1,24.8,2023
2,3,Nikola Vučević,32,82,82.0,33.5,7.3,14.0,0.52,1.5,4.2,0.349,5.8,9.8,0.594,0.573,1.6,1.9,0.835,1.9,9.1,11.0,3.2,0.7,0.7,1.7,2.2,17.6,2023
3,4,Patrick Williams,21,82,65.0,28.3,3.8,8.3,0.464,1.4,3.4,0.415,2.4,4.9,0.498,0.549,1.1,1.3,0.857,1.0,3.0,4.0,1.2,0.9,0.9,1.2,1.8,10.2,2023
4,5,Patrick Beverley,34,22,22.0,27.5,2.1,5.4,0.395,1.1,3.7,0.309,1.0,1.7,0.579,0.5,0.4,0.7,0.533,0.9,4.0,4.9,3.5,1.0,0.7,0.8,2.9,5.8,2023
5,6,Ayo Dosunmu,23,80,51.0,26.2,3.5,7.1,0.493,0.7,2.4,0.312,2.8,4.8,0.583,0.545,0.8,1.0,0.805,0.6,2.2,2.8,2.6,0.8,0.3,1.2,2.3,8.6,2023
6,7,Alex Caruso,28,67,36.0,23.5,1.9,4.3,0.455,0.8,2.3,0.364,1.1,2.0,0.556,0.551,0.9,1.1,0.808,0.6,2.3,2.9,2.9,1.5,0.7,1.1,2.4,5.6,2023
7,8,Coby White,22,74,2.0,23.4,3.6,8.0,0.443,1.7,4.6,0.372,1.8,3.4,0.54,0.551,0.8,0.9,0.871,0.2,2.6,2.9,2.8,0.7,0.1,1.0,1.6,9.7,2023
8,9,Goran Dragić,36,51,0.0,15.4,2.5,5.9,0.425,0.9,2.5,0.352,1.6,3.4,0.48,0.5,0.5,0.8,0.659,0.3,1.1,1.4,2.7,0.2,0.1,1.1,1.2,6.4,2023
9,10,Javonte Green,29,32,1.0,15.0,1.9,3.4,0.565,0.4,1.1,0.371,1.5,2.3,0.658,0.625,0.9,1.4,0.667,0.8,1.9,2.8,0.7,0.8,0.7,0.6,1.6,5.2,2023
10,11,Derrick Jones Jr.,25,64,0.0,14.0,1.8,3.6,0.5,0.4,1.3,0.338,1.4,2.3,0.587,0.559,1.0,1.3,0.738,0.9,1.5,2.4,0.5,0.5,0.6,0.4,1.3,5.0,2023
11,12,Andre Drummond,29,67,0.0,12.7,2.5,4.1,0.606,0.0,0.0,0.0,2.5,4.0,0.613,0.606,1.0,1.9,0.536,2.1,4.6,6.6,0.5,0.7,0.4,1.1,1.7,6.0,2023
12,13,Carlik Jones,25,7,0.0,8.0,0.9,2.1,0.4,0.4,0.9,0.5,0.4,1.3,0.333,0.5,0.7,1.1,0.625,0.1,0.6,0.7,0.9,0.3,0.0,0.3,0.3,2.9,2023
13,14,Terry Taylor,23,5,0.0,7.2,1.8,2.0,0.9,0.2,0.2,1.0,1.6,1.8,0.889,0.95,0.2,0.8,0.25,1.0,0.6,1.6,0.0,0.0,0.2,0.0,0.4,4.0,2023
14,15,Dalen Terry,20,38,0.0,5.6,0.8,1.9,0.444,0.2,0.7,0.259,0.7,1.2,0.556,0.493,0.4,0.6,0.667,0.3,0.7,1.0,0.6,0.3,0.1,0.2,0.6,2.2,2023
15,16,Marko Simonovic,23,7,0.0,2.9,0.3,1.0,0.286,0.1,0.6,0.25,0.1,0.4,0.333,0.357,0.1,0.3,0.5,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.7,0.9,2023
16,17,Tony Bradley,25,12,0.0,2.8,0.5,1.0,0.5,0.3,0.4,0.6,0.3,0.6,0.429,0.625,0.3,0.3,1.0,0.1,0.8,0.9,0.1,0.1,0.1,0.1,0.2,1.6,2023
17,18,Malcolm Hill,27,5,0.0,1.8,0.4,0.8,0.5,0.2,0.6,0.333,0.2,0.2,1.0,0.625,0.0,0.0,,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.2,1.0,2023
